symbol,exchange,shares_outstanding,public_float,short_interest_date,shares_sold_short,change_from_last,percent_of_float
AMCI,NASDAQ,9060000.0,9060000.0,12/31/20,315486.0,14.25,3.48
AMCIU,NASDAQ,,22050000.0,12/31/20,129.0,-87.48,0.0
AMCR,NYSE,1570000000.0,1570000000.0,12/31/20,26430000.0,-2.31,1.69
AMCX,NASDAQ,29750000.0,26980000.0,12/31/20,16250000.0,3.75,60.22
AMD,NASDAQ,1200000000.0,1140000000.0,12/31/20,60680000.0,8.42,5.31
AME,NYSE,230060000.0,228980000.0,12/31/20,1470000.0,-14.41,0.64
AMED,NASDAQ,32810000.0,32140000.0,12/31/20,578418.0,8.3,1.8
AMEH,NASDAQ,36790000.0,19280000.0,12/31/20,313553.0,-0.69,1.63
AMG,NYSE,45360000.0,44650000.0,12/31/20,2180000.0,-4.93,4.87
AMGN,NASDAQ,585690000.0,,12/31/20,6960000.0,0.66,
AMH,NYSE,315630000.0,269890000.0,12/31/20,5060000.0,-0.64,1.88
AMH.PRD,NYSE,,,12/31/20,2984.0,-25.92,
AMH.PRE,NYSE,,,12/31/20,2169.0,32.74,
AMH.PRF,NYSE,,,12/31/20,2387.0,63.72,
AMH.PRG,NYSE,,,12/31/20,10680.0,26.42,
AMH.PRH,NYSE,,,12/31/20,12475.0,-35.14,
AMHC,NASDAQ,10000000.0,,12/31/20,8770.0,18.05,
AMHCU,NASDAQ,,,12/31/20,100.0,-93.56,
AMJ,ARCA,119010000.0,,12/31/20,3230000.0,-17.37,
AMK,NYSE,72450000.0,17490000.0,12/31/20,582870.0,2.62,3.33
AMKR,NASDAQ,241370000.0,73770000.0,12/31/20,3690000.0,92.56,5.01
AMLP,ARCA,160330000.0,,12/31/20,5120000.0,12.07,
AMN,NYSE,47030000.0,46650000.0,12/31/20,1190000.0,-5.3,2.54
AMNA,ARCA,2000000.0,,11/13/20,9.0,-97.0,
AMNB,NASDAQ,10970000.0,10320000.0,12/31/20,100142.0,10.16,0.97
AMND,ARCA,1000000.0,,12/31/20,89.0,-14.42,
AMOM,ARCA,150001.0,,12/31/20,3596.0,17.79,
AMOT,NASDAQ,9740000.0,7610000.0,12/31/20,144765.0,19.92,1.9
AMOV,NYSE,26000000.0,,12/31/20,478.0,26.46,
AMP,NYSE,117980000.0,117550000.0,12/31/20,1970000.0,-15.69,1.68
AMPE,AMEX,185060000.0,170940000.0,12/31/20,21700000.0,15.19,12.69
AMPH,NASDAQ,47500000.0,35830000.0,12/31/20,2670000.0,3.75,7.46
AMPY,NYSE,37660000.0,37010000.0,12/31/20,2130000.0,1.3,5.74
AMRB,NASDAQ,5940000.0,5340000.0,12/31/20,30503.0,441.03,0.57
AMRC,NYSE,29870000.0,23950000.0,12/31/20,1360000.0,23.77,5.66
AMRK,NASDAQ,7090000.0,4700000.0,12/31/20,75590.0,20.67,1.61
AMRN,NASDAQ,391210000.0,383620000.0,12/31/20,22060000.0,-9.67,5.75
AMRS,NASDAQ,239210000.0,144620000.0,12/31/20,24040000.0,3.38,16.63
AMRX,NYSE,147630000.0,94620000.0,12/31/20,5100000.0,-21.86,5.39
AMS,AMEX,5760000.0,3400000.0,12/31/20,16717.0,107.51,0.49
AMSC,NASDAQ,27600000.0,20550000.0,12/31/20,1530000.0,3.62,7.44
AMSF,NASDAQ,19330000.0,18990000.0,12/31/20,226760.0,45.87,1.19
AMST,NASDAQ,20420000.0,,12/31/20,12050.0,14.6,
AMSWA,NASDAQ,30760000.0,30030000.0,12/31/20,480370.0,4.08,1.6
AMT,NYSE,444210000.0,442810000.0,12/31/20,4710000.0,7.31,1.06
AMTB,NASDAQ,28860000.0,20290000.0,12/31/20,227269.0,32.18,1.12
AMTBB,NASDAQ,13290000.0,13280000.0,12/31/20,1685.0,-83.07,0.01
AMTI,NASDAQ,34880000.0,20260000.0,12/31/20,2280000.0,28.54,11.27
AMTR,ARCA,1200000.0,,12/31/20,600.0,-70.96,
AMTX,NASDAQ,21820000.0,16739999.0,12/31/20,1600000.0,54.77,9.58
AMUB,ARCA,8250000.0,,12/31/20,24215.0,3190.08,
AMWD,NASDAQ,16990000.0,16760000.0,12/31/20,285100.0,-2.67,1.7
AMWL,NYSE,199890000.0,144480000.0,12/31/20,23550000.0,26.1,16.3
AMX,NYSE,2290000000.0,,12/31/20,5640000.0,21.77,
AMYT,NASDAQ,35760000.0,,12/31/20,7922.0,64.84,
AMZA,ARCA,7790000.0,,12/31/20,146323.0,10.23,
AMZN,NASDAQ,501750000.0,,12/31/20,3290000.0,8.31,
AN,NYSE,87870000.0,77590000.0,12/31/20,3050000.0,-5.47,3.93
ANAB,NASDAQ,27300000.0,26210000.0,12/31/20,3530000.0,-3.27,13.46
ANAT,NASDAQ,,19410000.0,12/31/20,60481.0,19.23,0.31
ANCN,NASDAQ,7420000.0,,12/31/20,40796.0,112.46,
ANDA,NASDAQ,9590000.0,1720000.0,12/31/20,17553.0,12.59,1.02
ANDAR,NASDAQ,,,12/31/20,14783.0,22.87,
ANDAU,NASDAQ,,13680000.0,11/30/20,,,
ANDE,NASDAQ,32979999.0,30890000.0,12/31/20,521365.0,10.5,1.69
ANET,NYSE,75660000.0,54620000.0,12/31/20,2480000.0,0.04,4.55
ANEW,ARCA,700000.0,,12/31/20,28004.0,-73.88,
ANF,NYSE,62390000.0,60930000.0,12/31/20,5990000.0,-9.55,9.82
ANGI,NASDAQ,77940000.0,69040000.0,12/31/20,16200000.0,15.68,23.47
ANGL,NASDAQ,131850000.0,,12/31/20,493424.0,-13.39,
ANGO,NASDAQ,37960000.0,36700000.0,12/31/20,972783.0,15.14,2.65
ANH,NYSE,99130000.0,97330000.0,12/31/20,2850000.0,-6.26,2.93
ANH.PRA,NYSE,,,12/31/20,630.0,-23.17,
ANH.PRB,NYSE,779743.0,,12/31/20,11546.0,-36.52,
ANH.PRC,NYSE,,,12/31/20,3415.0,4997.01,
ANIK,NASDAQ,14210000.0,13980000.0,12/31/20,1630000.0,-3.5,11.67
ANIP,NASDAQ,12300000.0,9540000.0,12/31/20,562494.0,-6.31,5.89
ANIX,NASDAQ,26080000.0,22920000.0,12/31/20,1110000.0,53.26,4.83
ANNX,NASDAQ,38160000.0,25510000.0,12/31/20,780714.0,36.45,3.06
ANPC,NASDAQ,8340000.0,,12/31/20,9601.0,-5.06,
ANSS,NASDAQ,85880000.0,85610000.0,12/31/20,1440000.0,9.5,1.68
ANTE,NASDAQ,,12560000.0,12/31/20,64691.0,-6.32,0.52
ANTM,NYSE,251510000.0,247350000.0,12/31/20,3030000.0,-26.33,1.22
ANVS,AMEX,6890000.0,4090000.0,12/31/20,57451.0,-9.89,1.4
ANY,NASDAQ,7870000.0,6650000.0,12/31/20,154017.0,-5.64,2.32
AOA,ARCA,18600000.0,,12/31/20,29166.0,62.08,
AOD,NYSE,105430000.0,,12/31/20,146245.0,252.17,
AOK,ARCA,21900000.0,,12/31/20,33987.0,52.05,
AOM,ARCA,34000000.0,,12/31/20,39555.0,-62.79,
AON,NYSE,228620000.0,226310000.0,12/31/20,21470000.0,1.4,9.49
AONE,NYSE,21500000.0,,12/31/20,169524.0,1317.07,
AOR,ARCA,30850000.0,,12/31/20,78001.0,6.81,
AOS,NYSE,135380000.0,132410000.0,12/31/20,3330000.0,-1.1,2.52
AOSL,NASDAQ,25490000.0,20240000.0,12/31/20,428036.0,-1.82,2.11
AOUT,NASDAQ,14000000.0,13780000.0,12/31/20,180390.0,-4.99,1.31
AP,NYSE,18310000.0,11210000.0,12/31/20,391278.0,52.53,3.49
APA,NASDAQ,377480000.0,376080000.0,12/31/20,17480000.0,0.53,4.65
APAM,NYSE,61400000.0,58710000.0,12/31/20,1800000.0,11.56,3.07
APD,NYSE,221050000.0,220070000.0,12/31/20,1170000.0,-28.66,0.53
APDN,NASDAQ,7470000.0,5070000.0,12/31/20,678913.0,2.53,13.38
APEI,NASDAQ,14810000.0,14150000.0,12/31/20,254222.0,9.8,1.8
APEN,NASDAQ,25780000.0,14990000.0,12/31/20,332329.0,0.37,2.22
APG,NYSE,180500000.0,138980000.0,12/31/20,8550000.0,8.71,6.15
APH,NYSE,299150000.0,297560000.0,12/31/20,1860000.0,-20.53,0.63
APHA,NASDAQ,316750000.0,311960000.0,12/31/20,22660000.0,4.42,7.26
API,NASDAQ,81150000.0,80680000.0,12/31/20,5950000.0,-0.49,7.37
APLE,NYSE,223270000.0,198510000.0,12/31/20,5170000.0,22.25,2.6
APLS,NASDAQ,75740000.0,59170000.0,12/31/20,9040000.0,7.13,15.28
APLT,NASDAQ,22490000.0,13730000.0,12/31/20,1550000.0,-0.98,11.3
APM,NASDAQ,11570000.0,8790000.0,12/31/20,42542.0,-44.54,0.48
APO,NYSE,228820000.0,203930000.0,12/31/20,4880000.0,-3.75,2.39
APO.PRA,NYSE,,,12/31/20,6253.0,-40.48,
APO.PRB,NYSE,,,12/31/20,17301.0,-31.33,
APOG,NASDAQ,26010000.0,25120000.0,12/31/20,1230000.0,-2.88,4.91
APOP,NASDAQ,3910000.0,,12/31/20,135526.0,10.62,
APPF,NASDAQ,18100000.0,15750000.0,12/31/20,903409.0,-0.97,5.73
APPN,NASDAQ,37830000.0,37540000.0,12/31/20,7990000.0,-0.31,21.28
APPS,NASDAQ,88700000.0,85610000.0,12/31/20,3260000.0,-19.19,3.81
APRE,NASDAQ,21190000.0,13310000.0,12/31/20,1760000.0,64.19,13.24
APRN,NYSE,14030000.0,11850000.0,12/31/20,2810000.0,21.4,23.67
APSG,NYSE,81680000.0,,12/31/20,571606.0,2.77,
APT,AMEX,13580000.0,11530000.0,12/31/20,2930000.0,-9.15,25.4
APTO,NASDAQ,88860000.0,84330000.0,12/31/20,4520000.0,-3.79,5.36
APTS,NYSE,49900000.0,48730000.0,12/31/20,1270000.0,-1.46,2.6
APTV,NYSE,270030000.0,268250000.0,12/31/20,3820000.0,0.29,1.42
APTV.PRA,NYSE,11500000.0,,12/31/20,5036.0,-51.09,
APTX,NASDAQ,60850000.0,26810000.0,12/31/20,1920000.0,53.64,7.16
APVO,NASDAQ,4380000.0,4019999.0,12/31/20,152967.0,-7.71,3.8
APWC,NASDAQ,13820000.0,2770000.0,12/31/20,22686.0,-52.14,0.82
APXT,NASDAQ,,35000000.0,12/31/20,891609.0,-0.29,2.55
APXTU,NASDAQ,,,12/31/20,394.0,-89.07,
APYX,NASDAQ,34270000.0,30030000.0,12/31/20,526946.0,1.89,1.75
AQB,NASDAQ,54110000.0,29460000.0,12/31/20,1730000.0,-7.29,5.88
AQMS,NASDAQ,61180000.0,59630000.0,12/31/20,3230000.0,142.59,5.41
AQN,NYSE,527390000.0,583840000.0,12/31/20,7310000.0,7.0,1.25
AQNA,NYSE,,,12/31/20,2127.0,-61.19,
AQNB,NYSE,,,12/31/20,2839.0,-12.7,
AQST,NASDAQ,33620000.0,30990000.0,12/31/20,1670000.0,-17.52,5.4
AQUA,NYSE,118550000.0,104810000.0,12/31/20,2580000.0,41.36,2.46
AR,NYSE,268670000.0,225790000.0,12/31/20,54140000.0,-6.08,23.98
ARA,NYSE,34540000.0,31380000.0,12/31/20,608626.0,-41.26,1.94
ARAV,NASDAQ,16079999.0,10270000.0,12/31/20,652368.0,-4.79,6.35
ARAY,NASDAQ,91270000.0,86510000.0,12/31/20,5810000.0,1.09,6.71
ARB,ARCA,253978.0,,12/31/20,1117.0,260.32,
ARBG,NASDAQ,23000000.0,,,,,
ARBGU,NASDAQ,20000000.0,,12/31/20,4810.0,113.68,
ARC,NYSE,43840000.0,31600000.0,12/31/20,394866.0,30.69,1.25
ARCB,NASDAQ,25410000.0,24390000.0,12/31/20,770402.0,24.04,3.16
ARCC,NASDAQ,422620000.0,419810000.0,12/31/20,5050000.0,-16.59,1.2
ARCE,NASDAQ,30180000.0,29860000.0,12/31/20,1120000.0,-9.21,3.75
ARCH,NYSE,15150000.0,14900000.0,12/31/20,3030000.0,-5.87,20.34
ARCO,NYSE,127270000.0,126460000.0,12/31/20,960778.0,-52.73,0.76
ARCT,NASDAQ,25860000.0,17650000.0,12/31/20,3170000.0,-14.37,17.95
ARD,NYSE,18660000.0,18660000.0,12/31/20,95795.0,4.77,0.51
ARDC,NYSE,,,12/31/20,51281.0,1177.55,
ARDS,NASDAQ,10070000.0,6340000.0,12/31/20,4982.0,-11.92,0.08
ARDX,NASDAQ,90250000.0,66030000.0,12/31/20,4780000.0,-3.98,7.24
ARE,NYSE,144520000.0,142650000.0,12/31/20,1820000.0,-38.48,1.27
AREC,NASDAQ,35600000.0,17840000.0,12/31/20,453685.0,42.52,2.54
ARES,NYSE,143830000.0,110070000.0,12/31/20,1080000.0,-41.09,0.98
ARES.PRA,NYSE,,,12/31/20,6001.0,23.68,
ARGD,NYSE,,,12/31/20,20605.0,3980.2,
ARGO,NYSE,34680000.0,33500000.0,12/31/20,418791.0,19.18,1.25
ARGO.PRA,NYSE,6000000.0,,12/31/20,11339.0,-38.93,
ARGT,ARCA,1580000.0,,12/31/20,21177.0,46.0,
ARGX,NASDAQ,47340000.0,47260000.0,12/31/20,1100000.0,-3.28,2.33
ARI,NYSE,140300000.0,135590000.0,12/31/20,2650000.0,-8.45,1.96
ARKF,ARCA,46400000.0,,12/31/20,187572.0,54.35,
ARKK,ARCA,158300000.0,,12/31/20,2850000.0,64.99,
ARKO,NASDAQ,,20440000.0,12/31/20,431780.0,60.68,2.11
ARKR,NASDAQ,3500000.0,1810000.0,12/31/20,14071.0,-7.98,0.78
ARKW,ARCA,39250000.0,,12/31/20,487375.0,73.61,
ARL,NYSE,,800767.0,12/31/20,51790.0,-10.44,6.47
ARLO,NYSE,79040000.0,76300000.0,12/31/20,4970000.0,20.46,6.51
ARLP,NASDAQ,127200000.0,85440000.0,12/31/20,544020.0,1.87,0.64
ARMK,NYSE,253930000.0,252730000.0,12/31/20,10870000.0,0.98,4.3
ARMP,AMEX,18700000.0,8710000.0,12/31/20,110793.0,106.83,1.27
ARMR,ARCA,275000.0,,12/31/20,1442.0,35.02,
ARNA,NASDAQ,58160000.0,57910000.0,12/31/20,3810000.0,6.87,6.58
ARNC,NYSE,109150000.0,,12/31/20,3090000.0,20.94,
AROC,NYSE,152930000.0,128280000.0,12/31/20,4400000.0,14.13,3.43
AROW,NASDAQ,15490000.0,14960000.0,12/31/20,102607.0,34.11,0.69
ARPO,NASDAQ,42070000.0,39490000.0,12/31/20,1380000.0,124.45,3.5
ARQT,NASDAQ,43090000.0,24840000.0,12/31/20,1670000.0,73.9,6.71
ARR,NYSE,64730000.0,63690000.0,12/31/20,4750000.0,-10.03,7.45
ARR.PRC,NYSE,5300000.0,,12/31/20,2541.0,-39.5,
ARRY,NASDAQ,126990000.0,90750000.0,12/31/20,4700000.0,69.05,5.18
ARTL,NASDAQ,15710000.0,13650000.0,12/31/20,688385.0,16.11,5.04
ARTNA,NASDAQ,8460000.0,8070000.0,12/31/20,106067.0,17.89,1.32
ARTW,NASDAQ,4430000.0,1970000.0,12/31/20,8563.0,-32.36,0.43
ARVN,NASDAQ,47560000.0,34810000.0,12/31/20,6070000.0,-8.62,17.44
ARW,NYSE,77630000.0,75180000.0,12/31/20,1050000.0,-10.16,1.39
ARWR,NASDAQ,102760000.0,93240000.0,12/31/20,5890000.0,-20.32,6.32
ARYA,NASDAQ,15450000.0,,12/31/20,5788.0,92.93,
ASA,NYSE,,,12/31/20,53250.0,8.08,
ASAN,NYSE,79710000.0,60070000.0,12/31/20,1720000.0,-16.97,2.86
ASAQ,NYSE,25000000.0,,12/31/20,414453.0,-64.89,
ASB,NYSE,153590000.0,150240000.0,12/31/20,2410000.0,14.97,1.6
ASB.PRC,NYSE,,,12/31/20,64.0,20.75,
ASB.PRD,NYSE,3980000.0,,12/31/20,1.0,-50.0,
ASB.PRE,NYSE,,,12/31/20,1219.0,48.3,
ASB.PRF,NYSE,4000000.0,,12/31/20,43351.0,19.05,
ASC,NYSE,33290000.0,33220000.0,12/31/20,921655.0,8.52,2.77
ASEA,ARCA,2550000.0,,12/31/20,34870.0,693.94,
ASET,NASDAQ,275001.0,,12/31/20,249.0,857.69,
ASG,NYSE,41640000.0,,12/31/20,147715.0,-13.73,
ASGI,NYSE,8850000.0,,12/31/20,1536.0,-66.9,
ASGN,NYSE,52900000.0,51100000.0,12/31/20,795625.0,6.46,1.56
ASH,NYSE,60580000.0,60230000.0,12/31/20,2049999.0,4.15,3.4
ASHR,ARCA,58850000.0,,12/31/20,7470000.0,22.67,
ASHS,ARCA,1000000.0,,12/31/20,36602.0,-0.71,
ASHX,ARCA,700001.0,,12/31/20,14568.0,-15.49,
ASIX,NYSE,28030000.0,27030000.0,12/31/20,455981.0,-15.86,1.69
ASLE,NASDAQ,41050000.0,6330000.0,12/31/20,21657.0,50.25,0.34
ASLN,NASDAQ,,36300000.0,12/31/20,13216.0,-53.09,0.04
ASM,AMEX,89570000.0,85830000.0,12/31/20,1190000.0,67.69,1.38
ASMB,NASDAQ,33020000.0,28910000.0,12/31/20,2730000.0,-8.92,9.43
ASML,NASDAQ,419500000.0,413650000.0,12/31/20,1130000.0,-2.01,0.27
ASND,NASDAQ,52840000.0,50510000.0,12/31/20,2220000.0,-5.19,4.39
ASO,NASDAQ,89910000.0,20830000.0,12/31/20,9640000.0,21.36,46.26
ASPL,NYSE,23970000.0,,12/31/20,21427.0,161.3,
ASPN,NYSE,26850000.0,25280000.0,12/31/20,498596.0,56.82,1.97
ASPS,NASDAQ,15650000.0,8410000.0,12/31/20,205823.0,-40.64,2.45
ASPU,NASDAQ,24450000.0,20930000.0,12/31/20,560385.0,3.66,2.68
ASR,NYSE,,27710000.0,12/31/20,166305.0,18.19,0.6
ASRT,NASDAQ,107220000.0,103280000.0,12/31/20,2110000.0,70.49,2.04
ASRV,NASDAQ,17060000.0,15360000.0,12/31/20,144177.0,-1.09,0.94
ASRVP,NASDAQ,520000.0,,12/31/20,1098.0,-4.69,
ASTC,NASDAQ,18560000.0,15550000.0,12/31/20,86177.0,12.73,0.55
ASTE,NASDAQ,22600000.0,22190000.0,12/31/20,442674.0,-0.62,1.99
ASUR,NASDAQ,18960000.0,16379999.0,12/31/20,1330000.0,-13.82,8.13
ASX,NYSE,2170000000.0,,12/31/20,1010000.0,-1.87,
ASYS,NASDAQ,14060000.0,11480000.0,12/31/20,18172.0,7.79,0.16
AT,NYSE,93000000.0,85490000.0,12/31/20,802922.0,9.33,0.94
ATAC,NYSE,27500000.0,,12/31/20,1470000.0,,
ATAX,NASDAQ,60550000.0,58120000.0,12/31/20,27633.0,1880.86,0.05
ATCO,NYSE,246030000.0,161450000.0,12/31/20,4130000.0,95.49,2.56
ATCO.PRD,NYSE,,,12/31/20,6057.0,18.67,
ATCO.PRE,NYSE,5420000.0,,12/31/20,1172.0,135.34,
ATCO.PRG,NYSE,,,12/31/20,6910.0,-18.6,
ATCO.PRH,NYSE,,,12/31/20,5908.0,64.2,
ATCO.PRI,NYSE,,,12/31/20,12165.0,24.25,
ATCX,NASDAQ,12670000.0,11580000.0,12/31/20,24443.0,97.28,0.21
ATEC,NASDAQ,78430000.0,56950000.0,12/31/20,4000000.0,15.61,7.03
ATEN,NYSE,76710000.0,63080000.0,12/31/20,1910000.0,7.58,3.03
ATGE,NYSE,52090000.0,50890000.0,12/31/20,2240000.0,-0.6,4.4
ATH,NYSE,191460000.0,130320000.0,12/31/20,3270000.0,-21.36,2.51
ATH.PRA,NYSE,34520000.0,,12/31/20,90560.0,242.46,
ATH.PRB,NYSE,,,12/31/20,8356.0,-53.95,
ATH.PRC,NYSE,24000000.0,,12/31/20,20731.0,62.27,
ATH.PRD,NYSE,23000000.0,,12/31/20,10281.0,,
ATHA,NASDAQ,32490000.0,28310000.0,12/31/20,1020000.0,465.24,3.62
ATHE,NASDAQ,18080000.0,,12/31/20,51914.0,-10.02,
ATHM,NYSE,119080000.0,,12/31/20,4190000.0,4.0,
ATHX,NASDAQ,197700000.0,177690000.0,12/31/20,26110000.0,-18.69,14.7
ATI,NYSE,126820000.0,124900000.0,12/31/20,11620000.0,0.77,9.31
ATIF,NASDAQ,51360000.0,12390000.0,12/31/20,1110000.0,2812.33,8.98
ATKR,NYSE,47560000.0,47060000.0,12/31/20,631892.0,-11.39,1.34
ATLC,NASDAQ,15960000.0,6430000.0,12/31/20,709839.0,-2.45,11.04
ATLO,NASDAQ,9120000.0,8690000.0,12/31/20,147790.0,36.72,1.7
ATNF,NASDAQ,18030000.0,2720000.0,12/31/20,140493.0,492.47,5.16
ATNI,NASDAQ,15970000.0,10930000.0,12/31/20,185335.0,-4.91,1.7
ATNM,AMEX,13590000.0,13550000.0,12/31/20,1060000.0,3.61,7.83
ATNX,NASDAQ,91730000.0,75320000.0,12/31/20,6940000.0,6.7,9.21
ATO,NYSE,126040000.0,124990000.0,12/31/20,5210000.0,11.32,4.17
ATOM,NASDAQ,19830000.0,18700000.0,12/31/20,2330000.0,-1.84,12.49
ATOS,NASDAQ,47550000.0,47530000.0,12/31/20,663310.0,-76.33,1.4
ATR,NYSE,64720000.0,64349999.0,12/31/20,432014.0,22.08,0.67
ATRA,NASDAQ,82820000.0,79370000.0,12/31/20,11990000.0,-3.74,15.11
ATRC,NASDAQ,45020000.0,43620000.0,12/31/20,2260000.0,-2.53,5.19
ATRI,NASDAQ,1830000.0,1410000.0,12/31/20,62680.0,19.08,4.45
ATRO,NASDAQ,30760000.0,23280000.0,12/31/20,1540000.0,-12.21,6.62
ATRS,NASDAQ,166670000.0,153170000.0,12/31/20,3980000.0,6.22,2.6
ATSG,NASDAQ,59590000.0,57940000.0,12/31/20,1900000.0,-17.8,3.28
ATTO,NYSE,15000000.0,14820000.0,12/31/20,8282.0,5.84,0.06
ATUS,NYSE,290150000.0,241500000.0,12/31/20,51610000.0,19.52,21.37
ATV,NYSE,2570000.0,2580000.0,12/31/20,470.0,356.31,0.02
ATVI,NASDAQ,772860000.0,760800000.0,12/31/20,10570000.0,21.57,1.39
ATXI,NASDAQ,16750000.0,6650000.0,12/31/20,600558.0,73.69,9.03
AU,NYSE,416890000.0,416880000.0,12/31/20,1820000.0,-11.98,0.44
AUB,NASDAQ,78720000.0,77320000.0,12/31/20,1220000.0,-13.53,1.58
AUBAP,NASDAQ,6900000.0,,12/31/20,33844.0,24.56,
AUBN,NASDAQ,3570000.0,2270000.0,12/31/20,18391.0,15.99,0.81
AUDC,NASDAQ,32750000.0,25010000.0,12/31/20,400511.0,2.48,1.6
AUMN,AMEX,154010000.0,112550000.0,12/31/20,9000000.0,6.4,8.0
AUPH,NASDAQ,126570000.0,109090000.0,12/31/20,5120000.0,-1.95,4.7
AUSF,ARCA,5900000.0,,12/31/20,557.0,-91.32,
AUTL,NASDAQ,52250000.0,52220000.0,12/31/20,705920.0,-18.06,1.35
AUTO,NASDAQ,13150000.0,8240000.0,12/31/20,560279.0,-2.19,6.8
AUUD,NASDAQ,,,10/30/20,,,
AUVI,NASDAQ,7950000.0,2710000.0,12/31/20,20400.0,-45.72,0.75
AUY,NYSE,952620000.0,948290000.0,12/31/20,5540000.0,-41.2,0.58
AVA,NYSE,68740000.0,68030000.0,12/31/20,2980000.0,20.4,4.38
AVAL,NYSE,357160000.0,,12/31/20,899414.0,-8.94,
AVAN,NYSE,60000000.0,,12/31/20,758220.0,27673.63,
AVAV,NASDAQ,24100000.0,22070000.0,12/31/20,1010000.0,3.37,4.57
AVB,NYSE,139610000.0,138220000.0,12/31/20,2590000.0,0.61,1.87
AVCO,NASDAQ,81400000.0,27900000.0,12/31/20,1420000.0,-11.89,5.08
AVCT,NASDAQ,19750000.0,3590000.0,12/31/20,183739.0,22.49,5.12
AVD,NYSE,30290000.0,26430000.0,12/31/20,395614.0,3.75,1.5
AVDE,ARCA,9050000.0,,12/31/20,24337.0,-71.08,
AVDL,NASDAQ,58240000.0,54610000.0,12/31/20,3980000.0,-3.05,7.29
AVDV,ARCA,7260000.0,,12/31/20,24611.0,-24.9,
AVEM,ARCA,7150000.0,,12/31/20,50739.0,121.45,
AVEO,NASDAQ,28810000.0,24780000.0,12/31/20,791826.0,-9.0,3.2
AVGO,NASDAQ,402190000.0,394830000.0,12/31/20,3770000.0,4.8,0.96
AVGOP,NASDAQ,,,12/31/20,16429.0,-18.94,
AVGR,NASDAQ,84920000.0,84590000.0,12/31/20,1130000.0,75.11,1.33
AVID,NASDAQ,44210000.0,40150000.0,12/31/20,1640000.0,-1.08,4.08
AVIG,ARCA,500000.0,,12/31/20,1646.0,-9.21,
AVIR,NASDAQ,82620000.0,46940000.0,12/31/20,2410000.0,2.43,5.13
AVK,NYSE,34530000.0,,12/31/20,21388.0,19.25,
AVLR,NYSE,84570000.0,82040000.0,12/31/20,1800000.0,0.4,2.2
AVMU,ARCA,450000.0,,12/31/20,221.0,-26.33,
AVNS,NYSE,47830000.0,46960000.0,12/31/20,1920000.0,-5.56,4.1
AVNT,NYSE,91480000.0,90380000.0,12/31/20,1970000.0,20.42,2.18
AVNW,NASDAQ,5460000.0,4780000.0,12/31/20,12403.0,-39.07,0.26
AVO,NASDAQ,69350000.0,35300000.0,12/31/20,478835.0,1181.75,1.36
AVRO,NASDAQ,41450000.0,34990000.0,12/31/20,3550000.0,24.6,10.14
AVSF,ARCA,400000.0,,12/31/20,675.0,-71.04,
AVT,NASDAQ,98830000.0,97850000.0,12/31/20,2530000.0,35.55,2.59
AVTR,NYSE,578340000.0,549620000.0,12/31/20,16239999.0,-5.93,2.95
AVTR.PRA,NYSE,,,12/31/20,55952.0,-25.9,
AVUS,ARCA,9720000.0,,12/31/20,48867.0,14.25,
AVUV,ARCA,10180000.0,,12/31/20,9426.0,-57.86,
AVXL,NASDAQ,66959999.0,64390000.0,12/31/20,5620000.0,-16.39,8.73
AVY,NYSE,83420000.0,82930000.0,12/31/20,551579.0,-23.69,0.67
AVYA,NYSE,83890000.0,81820000.0,12/31/20,11340000.0,1.48,13.86
AWAY,ARCA,3250000.0,,12/31/20,59774.0,55.81,
AWF,NYSE,,,12/31/20,118515.0,-51.2,
AWH,NASDAQ,104090000.0,51320000.0,12/31/20,11840000.0,-1.78,23.08
AWI,NYSE,47860000.0,47240000.0,12/31/20,1520000.0,-7.41,3.22
AWK,NYSE,181270000.0,180740000.0,12/31/20,1360000.0,3.83,0.75
AWP,NYSE,,,12/31/20,105742.0,46.38,
AWR,NYSE,36890000.0,36410000.0,12/31/20,839856.0,-3.64,2.31
AWRE,NASDAQ,21450000.0,12530000.0,12/31/20,33964.0,12.71,0.27
AWTM,ARCA,4550000.0,,12/31/20,6358.0,298.37,
AWX,AMEX,,2290000.0,12/31/20,21730.0,249.75,0.95
AX,NYSE,59700000.0,52790000.0,12/31/20,2420000.0,-2.79,4.58
AXAS,NASDAQ,8400000.0,8150000.0,12/31/20,542672.0,-20.44,6.66
AXDX,NASDAQ,57030000.0,29750000.0,12/31/20,13760000.0,0.13,46.26
AXGN,NASDAQ,40620000.0,37210000.0,12/31/20,1090000.0,-0.83,2.92
AXL,NYSE,113270000.0,109530000.0,12/31/20,6640000.0,8.9,6.06
AXLA,NASDAQ,37540000.0,15820000.0,12/31/20,336774.0,1.45,2.13
AXNX,NASDAQ,39810000.0,26550000.0,12/31/20,5360000.0,-7.33,20.19
AXO,NYSE,,,12/15/20,57.0,-90.85,
AXP,NYSE,805200000.0,804440000.0,12/31/20,6290000.0,-19.48,0.78
AXR,NYSE,7320000.0,2830000.0,12/31/20,19721.0,13.92,0.7
AXS,NYSE,84320000.0,75350000.0,12/31/20,1070000.0,-2.48,1.41
AXS.PRE,NYSE,,,12/31/20,11048.0,-12.3,
AXSM,NASDAQ,37340000.0,29370000.0,12/31/20,3460000.0,2.39,11.78
AXTA,NYSE,235480000.0,234630000.0,12/31/20,5500000.0,-16.97,2.34
